property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,amenities,price,security_deposit,cleaning_fee,extra_people,guests_included,weekly_price,monthly_price,reviews_per_month,coordinate1,coordinate2,coutry_code,coutry,availability_30,availability_60,availability_90,availability_365,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_scores_rating
Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,10,5,10,1,8,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Private entrance', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",3544.0,0.0,373.0,560,560,600.0,3000.0,0,-43.32005231206098,-23.010668604567265,BR,Brazil,0,0,0,163,8.0,10.0,10.0,10.0,10.0,10.0,80.0
Apartment,Private room,Real Bed,5,31,flexible,2,1,1,0,1,"['Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Washer', 'Essentials', 'Hangers', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",351.0,0.0,0.0,0,0,600.0,3000.0,0,-43.188744533153184,-22.975598903669955,BR,Brazil,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Condominium,Entire home/apt,Real Bed,3,1125,super_strict_30,5,2,3,2,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Essentials']",231.0,200.0,168.0,0,0,600.0,3000.0,0,-156.45891,20.76387,US,United States,10,25,55,261,10.0,10.0,10.0,10.0,10.0,8.0,100.0
Apartment,Entire home/apt,Real Bed,2,90,moderate,4,1,2,54,1,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Ethernet connection', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed', 'Cleaning before checkout', 'Wide clearance to bed', 'Accessible-height bed', 'Accessible-height toilet', 'Host greets you', 'Handheld shower head']",49.0,500.0,0.0,17,17,600.0,3000.0,0,-8.60559,41.14586,PT,Portugal,21,33,43,286,10.0,10.0,10.0,10.0,10.0,10.0,96.0
Apartment,Entire home/apt,Real Bed,2,7,flexible,5,2,3,0,1,"['TV', 'Wifi', 'Kitchen', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', '24-hour check-in', 'Hangers', 'Iron', 'Laptop friendly workspace']",264.0,0.0,211.0,0,0,600.0,3000.0,0,28.99037,41.05407,TR,Turkey,0,0,0,17,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,2,1,1,20,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Paid parking off premises', 'Doorman', 'Elevator', 'Free street parking', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'High chair', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Wide doorway', 'Accessible-height toilet', 'Wide clearance to shower', 'toilet', 'Step-free access', 'Wide entryway', 'Roll-in shower']",127.0,3005.0,170.0,25,25,600.0,3000.0,0,-43.177902111552875,-22.934426116531974,BR,Brazil,7,30,60,80,10.0,10.0,10.0,10.0,10.0,9.0,99.0
Townhouse,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2,0,1,0,1,"['TV', 'Cable TV', 'Internet', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Doorman', 'Elevator', 'Heating', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron']",369.0,0.0,264.0,264,264,600.0,3000.0,0,28.97084,41.02535,TR,Turkey,23,53,83,358,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,2,365,moderate,2,1,1,81,1,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Essentials', 'Hangers', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Bed linens', 'Extra pillows and blankets', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Luggage dropoff allowed', 'Step-free access', 'Step-free access']",90.0,0.0,60.0,0,0,774.0,2730.0,0,-43.176743158890424,-22.927408121823476,BR,Brazil,0,0,0,0,10.0,10.0,10.0,10.0,10.0,9.0,95.0
Apartment,Entire home/apt,Real Bed,1,45,moderate,4,1,2,128,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Well-lit path to entrance', 'Host greets you']",112.0,0.0,29.0,39,39,600.0,3000.0,0,-43.201524243404165,-22.816717211926136,BR,Brazil,0,16,30,120,10.0,10.0,10.0,10.0,10.0,10.0,99.0
Loft,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,4,1,2,4,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Long term stays allowed', 'Host greets you']",560.0,1000.0,200.0,150,150,600.0,3000.0,0,-43.192410876968225,-22.982475758445254,BR,Brazil,23,53,83,358,10.0,10.0,10.0,10.0,10.0,10.0,95.0
Apartment,Private room,Real Bed,1,1125,moderate,1,1,1,0,0,"['Wifi', 'Air conditioning', 'Kitchen', 'Suitable for events', 'Washer', 'Essentials', 'Lock on bedroom door', '24-hour check-in', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",322.0,0.0,0.0,0,0,600.0,3000.0,0,114.1631,22.4483,HK,Hong Kong,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,2,2,66,2,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Elevator', 'Hot tub', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Bathtub', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony']",200.0,250.0,215.0,0,0,600.0,3000.0,0,151.1971,-33.8708,AU,Australia,10,34,64,137,9.0,9.0,9.0,9.0,10.0,9.0,90.0
Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,8,3,4,6,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",630.0,3000.0,150.0,0,0,600.0,3000.0,0,-43.31345955372205,-23.013440373155003,BR,Brazil,0,0,0,0,9.0,10.0,10.0,10.0,10.0,10.0,93.0
Loft,Entire home/apt,Real Bed,1,365,moderate,2,1,1,188,1,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Smoking allowed', 'Elevator', 'Heating', 'Essentials', 'Iron', 'Hot water', 'Bed linens', 'Other', 'Paid parking on premises']",61.0,100.0,30.0,0,0,600.0,3000.0,0,2.16896,41.417,ES,Spain,2,4,14,252,8.0,8.0,9.0,9.0,9.0,8.0,84.0
Apartment,Private room,Real Bed,2,5,flexible,4,2,2,0,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Heating', 'Dryer', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private living room', 'Hot water']",148.0,0.0,80.0,150,150,600.0,3000.0,0,29.01941,41.06255,TR,Turkey,30,60,90,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,28,150,strict_14_with_grace_period,4,2,4,13,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Wheelchair accessible', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Elevator', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Bathtub', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Wide doorway', 'Wide clearance to shower', 'toilet', 'Step-free access', 'Wide entryway', 'Host greets you', 'Handheld shower head', 'Paid parking on premises']",30.0,0.0,10.0,0,0,600.0,3000.0,0,-8.6495,41.1555,PT,Portugal,0,0,7,144,10.0,10.0,10.0,10.0,9.0,10.0,98.0
Apartment,Entire home/apt,Real Bed,3,90,strict_14_with_grace_period,3,1,1,0,1,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Doorman', 'Elevator', 'Family/kid friendly', 'Essentials', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Window guards', 'Room-darkening shades', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Long term stays allowed', 'Host greets you', 'Paid parking on premises']",142.0,500.0,0.0,20,20,600.0,3000.0,0,-43.177426080553545,-22.927577252718976,BR,Brazil,20,50,80,340,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,7,90,strict_14_with_grace_period,2,1,1,27,1,"['TV', 'Cable TV', 'Pool', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Laptop friendly workspace', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Well-lit path to entrance', 'Disabled parking spot', 'Other', 'Waterfront', 'Beachfront']",150.0,150.0,100.0,0,0,600.0,3000.0,0,-156.64867,21.00432,US,United States,0,0,0,0,9.0,10.0,10.0,10.0,10.0,10.0,92.0
House,Private room,Real Bed,1,30,moderate,4,1,3,391,2,"['TV', 'Wifi', 'Kitchen', 'Doorman', 'Gym', 'Breakfast', 'Pets live on this property', 'Cat(s)', 'Indoor fireplace', 'Family/kid friendly', 'Suitable for events', 'Washer', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Stove']",25.0,0.0,10.0,10,10,600.0,3000.0,0,-8.59097,41.1541,PT,Portugal,16,33,33,220,10.0,10.0,10.0,10.0,9.0,10.0,97.0
House,Private room,Real Bed,7,1125,strict_14_with_grace_period,5,1,7,2,1,"['TV', 'Internet', 'Wifi', 'Free parking on premises', 'Smoking allowed', 'Doorman', 'Gym', 'Buzzer/wireless intercom', 'Hangers', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",701.0,4000.0,200.0,100,100,4009.0,13034.0,0,-43.32473578931987,-23.001941778015905,BR,Brazil,12,42,72,347,8.0,7.0,9.0,9.0,8.0,8.0,70.0
House,Entire home/apt,Real Bed,5,45,strict_14_with_grace_period,10,5,6,3,3,"['TV', 'Internet', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Hair dryer', 'Iron', 'Private entrance']",999.0,3000.0,250.0,200,200,600.0,3000.0,0,151.30735,-33.6907,AU,Australia,0,0,0,0,10.0,9.0,10.0,10.0,10.0,9.0,100.0
Apartment,Entire home/apt,Real Bed,5,30,flexible,5,2,2,0,1,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets live on this property', 'Cat(s)', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",2802.0,0.0,0.0,0,0,600.0,3000.0,0,114.1918,22.282,HK,Hong Kong,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,3,4,41,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",50.0,0.0,10.0,10,10,600.0,3000.0,0,-8.5906,41.11846,PT,Portugal,26,56,86,361,10.0,10.0,9.0,9.0,9.0,10.0,94.0
Serviced apartment,Entire home/apt,Real Bed,30,1125,moderate,7,2,3,2,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",195.0,250.0,0.0,12,12,600.0,3000.0,0,-73.65637,45.5169,CA,Canada,30,60,90,365,9.0,10.0,10.0,8.0,9.0,8.0,80.0
Apartment,Private room,Real Bed,5,1125,moderate,2,1,2,93,1,"['Wifi', 'Pets allowed', 'Elevator', 'Heating', 'Family/kid friendly', 'Essentials', 'Host greets you']",39.0,0.0,0.0,0,0,600.0,3000.0,0,2.17534,41.3843,ES,Spain,5,9,13,43,10.0,9.0,10.0,9.0,10.0,10.0,94.0
Earth house,Entire home/apt,Real Bed,3,1125,moderate,2,1,1,1,1,"['TV', 'Wifi', 'Air conditioning', 'Smoking allowed', 'Free street parking', 'Family/kid friendly', 'Essentials', '24-hour check-in', 'Hangers', 'Iron', 'translation missing: en.hosting_amenity_49', 'Private entrance', 'Bed linens', 'Ethernet connection', 'Coffee maker', 'Refrigerator', 'Wide hallway clearance', 'Wide doorway', 'Step-free access', 'Wide entryway']",67.0,0.0,40.0,35,35,600.0,3000.0,0,-43.381851403866335,-22.911389514649397,BR,Brazil,14,29,59,334,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Townhouse,Entire home/apt,Real Bed,2,90,moderate,8,3,5,58,2,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Free street parking', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private living room', 'Private entrance', 'Bathtub', 'High chair', 'Crib', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Cleaning before checkout']",150.0,0.0,0.0,25,25,600.0,3000.0,0,-8.61492,41.14228,PT,Portugal,22,45,67,310,10.0,10.0,10.0,10.0,10.0,10.0,99.0
Serviced apartment,Entire home/apt,Real Bed,7,1125,strict_14_with_grace_period,8,2,4,5,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Hot tub', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private entrance', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Disabled parking spot', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Step-free access', 'Wide doorway', 'Step-free access', 'Wide entryway', 'Waterfront', 'Beachfront']",799.0,500.0,0.0,0,0,600.0,3000.0,0,-156.69171,20.936890000000002,US,United States,23,53,83,358,10.0,10.0,10.0,10.0,10.0,9.0,100.0
Bed and breakfast,Private room,Real Bed,1,1125,moderate,3,1,1,1,1,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Gym', 'Breakfast', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",78.0,120.0,7.0,10,10,600.0,3000.0,0,-73.69275,45.44423,CA,Canada,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,1,1125,flexible,4,2,3,0,2,"['TV', 'Cable TV', 'Internet', 'Air conditioning', 'Pool', 'Kitchen', 'Doorman', 'Gym', 'Elevator', 'Buzzer/wireless intercom', 'Washer', 'Iron', 'Laptop friendly workspace']",1000.0,0.0,0.0,0,0,600.0,3000.0,0,-43.38976309270332,-22.96986618034955,BR,Brazil,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Condominium,Entire home/apt,Real Bed,3,1125,super_strict_30,7,2,3,4,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Gym', 'Elevator', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Bathtub', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Long term stays allowed', 'Host greets you']",500.0,0.0,329.0,0,0,600.0,3000.0,0,-157.8238,21.2743,US,United States,7,16,22,191,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Private room,Real Bed,1,1125,flexible,1,1,1,1,1,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",25.0,0.0,0.0,0,0,600.0,3000.0,0,2.19001,41.42083,ES,Spain,0,0,0,0,8.0,6.0,10.0,10.0,10.0,8.0,100.0
Apartment,Private room,Real Bed,1,1125,flexible,2,1,1,8,1,"['Internet', 'Wifi', 'Kitchen', 'Pets allowed', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Beach essentials', 'Long term stays allowed', 'Cleaning before checkout']",81.0,240.0,25.0,20,20,600.0,3000.0,0,-73.57605,45.53617,CA,Canada,30,60,90,270,9.0,9.0,10.0,10.0,10.0,9.0,98.0
Condominium,Entire home/apt,Real Bed,3,1825,strict_14_with_grace_period,2,0,1,22,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Heating', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",149.0,300.0,100.0,0,0,600.0,3000.0,0,-73.55591,45.50488,CA,Canada,0,0,0,0,10.0,10.0,9.0,9.0,10.0,10.0,90.0
